Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 22 22:25:30.001 INFO Synced                                  slot: 193327, block: 0xa43c…ec52, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:25:36.477 INFO New block received                      hash: 0xf606…e458, slot: 193328, service: router
Jun 22 22:25:42.003 INFO Synced                                  slot: 193328, block: 0xf606…e458, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:25:54.001 INFO Synced                                  slot: 193329, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:26:00.369 INFO New block received                      hash: 0xeebb…ac7f, slot: 193330, service: router
Jun 22 22:26:06.001 INFO Synced                                  slot: 193330, block: 0xeebb…ac7f, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:26:12.368 INFO New block received                      hash: 0x971f…9e4a, slot: 193331, service: router
Jun 22 22:26:18.002 INFO Synced                                  slot: 193331, block: 0x971f…9e4a, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:26:30.001 INFO Synced                                  slot: 193332, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:26:36.462 INFO New block received                      hash: 0x473b…c7ea, slot: 193333, service: router
Jun 22 22:26:42.002 INFO Synced                                  slot: 193333, block: 0x473b…c7ea, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:26:48.707 INFO New block received                      hash: 0x22c4…0cbe, slot: 193334, service: router
Jun 22 22:26:54.001 INFO Synced                                  slot: 193334, block: 0x22c4…0cbe, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:27:00.380 INFO New block received                      hash: 0x3b76…e3a8, slot: 193335, service: router
Jun 22 22:27:06.001 INFO Synced                                  slot: 193335, block: 0x3b76…e3a8, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:27:08.633 WARN RPC Error                               client: Nimbus: version: 0.0.1, os_version: unknown, error: Negotiation timeout, request_id: Router, peer_id: 16Uiu2HAmHqEVjCEccUK8JDH9GXyLZ9xswoad35RGHerEWrGFkbuN, service: router
Jun 22 22:27:18.002 INFO Synced                                  slot: 193336, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:27:26.405 INFO New block received                      hash: 0x5246…fd2a, slot: 193337, service: router
Jun 22 22:27:30.001 INFO Synced                                  slot: 193337, block: 0x5246…fd2a, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:27:42.002 INFO Synced                                  slot: 193338, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:27:50.204 INFO New block received                      hash: 0x3310…4129, slot: 193339, service: router
Jun 22 22:27:54.002 INFO Synced                                  slot: 193339, block: 0x3310…4129, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:06.002 INFO Synced                                  slot: 193340, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:18.001 INFO Synced                                  slot: 193341, block:    …  empty, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:24.442 INFO New block received                      hash: 0x215a…c9a8, slot: 193342, service: router
Jun 22 22:28:30.001 INFO Synced                                  slot: 193342, block: 0x215a…c9a8, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:36.357 INFO New block received                      hash: 0xe5db…ca58, slot: 193343, service: router
Jun 22 22:28:42.001 INFO Synced                                  slot: 193343, block: 0xe5db…ca58, epoch: 6041, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:54.001 INFO Synced                                  slot: 193344, block:    …  empty, epoch: 6042, finalized_epoch: 6037, finalized_root: 0x745c…bc71, peers: 59, service: slot_notifier
Jun 22 22:28:59.352 INFO New block received                      hash: 0xcd0f…c458, slot: 193344, service: router
Jun 22 22:29:06.001 INFO Synced                                  slot: 193345, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:29:13.996 INFO New block received                      hash: 0x13d2…3882, slot: 193346, service: router
Jun 22 22:29:18.002 INFO Synced                                  slot: 193346, block: 0x13d2…3882, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:29:30.001 INFO Synced                                  slot: 193347, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:29:36.671 INFO New block received                      hash: 0x353c…eea2, slot: 193348, service: router
Jun 22 22:29:42.001 INFO Synced                                  slot: 193348, block: 0x353c…eea2, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:29:48.495 INFO New block received                      hash: 0xfc9d…037b, slot: 193349, service: router
Jun 22 22:29:54.001 INFO Synced                                  slot: 193349, block: 0xfc9d…037b, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:30:00.499 INFO New block received                      hash: 0x176d…d34d, slot: 193350, service: router
Jun 22 22:30:06.002 INFO Synced                                  slot: 193350, block: 0x176d…d34d, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:30:12.350 INFO New block received                      hash: 0x05da…df8e, slot: 193351, service: router
Jun 22 22:30:18.001 INFO Synced                                  slot: 193351, block: 0x05da…df8e, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:30:24.462 INFO New block received                      hash: 0x1344…b76d, slot: 193352, service: router
Jun 22 22:30:30.002 INFO Synced                                  slot: 193352, block: 0x1344…b76d, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:30:36.559 INFO New block received                      hash: 0x015c…2cfc, slot: 193353, service: router
Jun 22 22:30:42.001 INFO Synced                                  slot: 193353, block: 0x015c…2cfc, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:30:54.001 INFO Synced                                  slot: 193354, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:31:00.662 INFO New block received                      hash: 0x1e61…db2b, slot: 193355, service: router
Jun 22 22:31:06.002 INFO Synced                                  slot: 193355, block: 0x1e61…db2b, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:31:12.472 INFO New block received                      hash: 0xd8c8…ccdc, slot: 193356, service: router
Jun 22 22:31:18.001 INFO Synced                                  slot: 193356, block: 0xd8c8…ccdc, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:31:24.453 INFO New block received                      hash: 0x70ff…3747, slot: 193357, service: router
Jun 22 22:31:30.001 INFO Synced                                  slot: 193357, block: 0x70ff…3747, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 58, service: slot_notifier
Jun 22 22:31:42.001 INFO Synced                                  slot: 193358, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:31:48.647 INFO New block received                      hash: 0x08d2…a8de, slot: 193359, service: router
Jun 22 22:31:54.001 INFO Synced                                  slot: 193359, block: 0x08d2…a8de, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:32:01.047 INFO New block received                      hash: 0x1752…0b7a, slot: 193360, service: router
Jun 22 22:32:06.001 INFO Synced                                  slot: 193360, block: 0x1752…0b7a, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:32:18.001 INFO Synced                                  slot: 193361, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:32:24.490 INFO New block received                      hash: 0xaab5…ce42, slot: 193362, service: router
Jun 22 22:32:30.001 INFO Synced                                  slot: 193362, block: 0xaab5…ce42, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:32:36.230 INFO New block received                      hash: 0x6f2f…a78e, slot: 193363, service: router
Jun 22 22:32:42.001 INFO Synced                                  slot: 193363, block: 0x6f2f…a78e, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:32:48.420 INFO New block received                      hash: 0x4878…6716, slot: 193364, service: router
Jun 22 22:32:54.001 INFO Synced                                  slot: 193364, block: 0x4878…6716, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:33:06.001 INFO Synced                                  slot: 193365, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:33:18.001 INFO Synced                                  slot: 193366, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:33:26.316 INFO New block received                      hash: 0xdd3e…be22, slot: 193367, service: router
Jun 22 22:33:30.005 INFO Synced                                  slot: 193367, block: 0xdd3e…be22, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:33:42.001 INFO Synced                                  slot: 193368, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:33:54.001 INFO Synced                                  slot: 193369, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:34:00.579 INFO New block received                      hash: 0xd404…920a, slot: 193370, service: router
Jun 22 22:34:06.001 INFO Synced                                  slot: 193370, block: 0xd404…920a, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:34:12.260 INFO New block received                      hash: 0x7b93…1560, slot: 193371, service: router
Jun 22 22:34:18.001 INFO Synced                                  slot: 193371, block: 0x7b93…1560, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:34:24.679 INFO New block received                      hash: 0x573b…5c0b, slot: 193372, service: router
Jun 22 22:34:30.001 INFO Synced                                  slot: 193372, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:34:42.001 INFO Synced                                  slot: 193373, block:    …  empty, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:34:48.374 INFO New block received                      hash: 0x9b00…e88d, slot: 193374, service: router
Jun 22 22:34:54.001 INFO Synced                                  slot: 193374, block: 0x9b00…e88d, epoch: 6042, finalized_epoch: 6039, finalized_root: 0x836d…e89c, peers: 59, service: slot_notifier
Jun 22 22:35:00.673 INFO New block received                      hash: 0x8c45…893f, slot: 193375, service: router
