2020-06-23 11:20:16  Starting OpenEthereum/v3.0.1-stable-8ca8089e9b-20200601/x86_64-unknown-linux-gnu/rustc1.43.1
2020-06-23 11:20:16  Keys path /home/user/.local/share/io.parity.ethereum/keys/goerli
2020-06-23 11:20:16  DB path /home/user/.local/share/io.parity.ethereum/chains/goerli/db/b1d518969eab529d
2020-06-23 11:20:16  State DB configuration: fast
2020-06-23 11:20:16  Operating mode: active
2020-06-23 11:20:16  Configured for Görli Testnet using Clique engine
2020-06-23 11:20:16  Updater is deprecated and may be removed in a future release. Please see #11696 for details:
https://github.com/openethereum/openethereum/issues/11696
2020-06-23 11:20:21  Public node URL: enode://8c5c4dec9a0728c7058d3c29698bae888adc244e443cebc21f3d708a20751511acbf98a52b5e5ea472f8715c658913e8084123461fd187a4980a0600420b0791@10.67.38.7:30303
2020-06-23 11:20:46     0/25 peers   920 bytes chain   91 KiB db  0 bytes queue 752 bytes sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:27  Syncing #2851238 0x2cf8…b95f     4.40 blk/s   75.8 tx/s   27.5 Mgas/s      0+11595 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   84 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:32  Syncing #2851265 0xe787…39f5     5.40 blk/s   82.6 tx/s   29.7 Mgas/s      0+11571 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   83 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:37  Syncing #2851413 0x95cd…08ef    29.40 blk/s   92.4 tx/s   32.2 Mgas/s      0+11415 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   82 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:42  Syncing #2851632 0xc364…a048    44.00 blk/s  102.0 tx/s   43.1 Mgas/s      0+11199 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   79 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:47  Syncing #2851723 0xec2e…9b07    18.20 blk/s   80.4 tx/s   29.7 Mgas/s      0+11103 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   78 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:52  Syncing #2851981 0x37e9…b74c    51.60 blk/s  103.8 tx/s   34.7 Mgas/s      0+10851 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   77 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:16:57  Syncing #2852170 0xa3af…9a3f    37.60 blk/s   82.2 tx/s   33.5 Mgas/s      0+10659 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   75 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:02  Syncing #2852210 0x65ca…2cb1     8.20 blk/s   68.2 tx/s   24.5 Mgas/s      0+10623 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   75 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:07  Syncing #2852252 0x43b9…dcfb     8.40 blk/s   73.8 tx/s   26.8 Mgas/s      0+10575 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   74 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:12  Syncing #2852346 0xcf0e…01ee    18.20 blk/s   84.8 tx/s   30.5 Mgas/s      0+10491 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   73 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:17  Syncing #2852646 0xa172…7fe4    60.59 blk/s   92.2 tx/s   35.2 Mgas/s      0+10179 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   71 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:22  Syncing #2852886 0xc061…c46b    48.01 blk/s   89.8 tx/s   32.9 Mgas/s      0+ 9939 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   69 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:27  Syncing #2853223 0x2e41…1ff5    67.20 blk/s  114.4 tx/s   41.9 Mgas/s      0+ 9603 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   67 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:32  Syncing #2853648 0xc4e0…08e9    84.82 blk/s  127.4 tx/s   38.9 Mgas/s      0+ 9183 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   65 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:37  Syncing #2853868 0x8816…1041    44.40 blk/s   90.6 tx/s   33.1 Mgas/s      0+ 8967 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   63 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:42  Syncing #2854251 0xd82c…7a9a    76.42 blk/s  167.8 tx/s   43.0 Mgas/s      0+ 8583 Qed  #2862837   37/50 peers      3 MiB chain  184 MiB db   61 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:47  Syncing #2854468 0x560f…c014    43.60 blk/s  127.6 tx/s   38.2 Mgas/s      0+ 8367 Qed  #2862837   37/50 peers      3 MiB chain  184 MiB db   59 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:52  Syncing #2854746 0x55c9…ec84    55.58 blk/s  136.1 tx/s   38.5 Mgas/s      0+ 8079 Qed  #2862837   37/50 peers      3 MiB chain  184 MiB db   57 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:17:57  Syncing #2854794 0xd494…dbaa     9.60 blk/s   83.0 tx/s   27.5 Mgas/s      0+ 8031 Qed  #2862837   37/50 peers      3 MiB chain  184 MiB db   55 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:02  Syncing #2854812 0xcfb7…5750     3.60 blk/s   70.2 tx/s   24.7 Mgas/s      0+ 8019 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   55 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:07  Syncing #2854836 0x636c…49cc     4.80 blk/s   83.2 tx/s   31.1 Mgas/s      0+ 7995 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   54 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:12  Syncing #2855205 0xfb1b…a436    73.80 blk/s  166.8 tx/s   50.5 Mgas/s      0+ 7623 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   51 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:17  Syncing #2855641 0x7c6a…c0a7    87.20 blk/s  160.6 tx/s   44.8 Mgas/s      0+ 7191 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   48 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:22  Syncing #2856040 0x1d46…813f    79.60 blk/s  149.0 tx/s   40.5 Mgas/s      0+ 6795 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   46 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:27  Syncing #2856411 0x865c…8169    74.40 blk/s  133.8 tx/s   38.3 Mgas/s      0+ 6423 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   44 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:32  Syncing #2856781 0x2812…bbb0    74.00 blk/s  110.6 tx/s   33.6 Mgas/s      0+ 6051 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   42 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:37  Syncing #2857052 0x545d…6f78    54.17 blk/s   73.4 tx/s   30.1 Mgas/s      0+ 5775 Qed  #2862837   37/50 peers      4 MiB chain  184 MiB db   41 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:42  Syncing #2857405 0x5f52…fb00    70.61 blk/s  104.0 tx/s   35.9 Mgas/s      0+ 6568 Qed  #2863978   37/50 peers      4 MiB chain  184 MiB db   44 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:47  Syncing #2857775 0x189f…960d    74.00 blk/s  155.6 tx/s   42.6 Mgas/s      0+ 6196 Qed  #2863978   37/50 peers      4 MiB chain  185 MiB db   42 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:52  Syncing #2858118 0x6805…ceb3    68.40 blk/s  119.4 tx/s   40.1 Mgas/s      0+ 5860 Qed  #2863978   37/50 peers      4 MiB chain  185 MiB db   41 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:18:57  Syncing #2858451 0x8a8a…30e7    66.79 blk/s   87.6 tx/s   39.4 Mgas/s      0+ 6286 Qed  #2864740   37/50 peers      4 MiB chain  185 MiB db   42 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:02  Syncing #2858802 0x5420…a688    70.21 blk/s   83.6 tx/s   32.4 Mgas/s      0+ 5926 Qed  #2864740   37/50 peers      4 MiB chain  185 MiB db   41 MiB queue   47 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:07  Syncing #2858863 0x8c14…58ad    12.00 blk/s   74.8 tx/s   25.8 Mgas/s      0+ 5866 Qed  #2864740   37/50 peers      4 MiB chain  185 MiB db   40 MiB queue   68 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:12  Syncing #2858877 0xc276…8ca3     3.00 blk/s   32.6 tx/s   11.5 Mgas/s      0+13601 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   79 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:17  Syncing #2858932 0xa24a…fe7c    10.80 blk/s   51.8 tx/s   19.8 Mgas/s      0+13553 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   78 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:22  Syncing #2858967 0x5146…c54b     7.20 blk/s   69.2 tx/s   26.5 Mgas/s      0+13517 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   77 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:27  Syncing #2859005 0x5be8…bf71     7.60 blk/s   71.8 tx/s   25.9 Mgas/s      0+13481 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   76 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:32  Syncing #2859041 0x7425…8d41     7.00 blk/s   72.4 tx/s   27.9 Mgas/s      0+13445 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   76 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:37  Syncing #2859116 0xa314…cdc0    15.20 blk/s   74.6 tx/s   27.3 Mgas/s      0+13361 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   74 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:42  Syncing #2859221 0xf5de…9824    21.00 blk/s   81.2 tx/s   30.6 Mgas/s      0+13265 Qed  #2872487   37/50 peers      4 MiB chain  184 MiB db   73 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:47  Syncing #2859362 0x7639…233b    28.20 blk/s   78.4 tx/s   28.6 Mgas/s      0+13121 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   72 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:52  Syncing #2859493 0x9aae…9d4d    26.00 blk/s   72.8 tx/s   28.6 Mgas/s      0+12989 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   71 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:19:57  Syncing #2859797 0xa4bf…1cfb    61.00 blk/s   94.4 tx/s   36.1 Mgas/s      0+12689 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   69 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:02  Syncing #2860038 0xdab4…3ccb    48.00 blk/s   99.6 tx/s   32.6 Mgas/s      0+12437 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   67 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:07  Syncing #2860338 0x1a76…5d27    60.20 blk/s  104.0 tx/s   37.0 Mgas/s      0+12137 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   65 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:12  Syncing #2860540 0x65b3…495a    40.40 blk/s   79.8 tx/s   33.3 Mgas/s      0+11945 Qed  #2872487   37/50 peers      4 MiB chain  184 MiB db   64 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:17  Syncing #2860757 0x52ab…87a6    43.40 blk/s  105.6 tx/s   42.5 Mgas/s      0+11729 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   61 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:22  Syncing #2860957 0x7790…3a97    40.00 blk/s   98.2 tx/s   30.5 Mgas/s      0+11525 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   60 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:27  Syncing #2861204 0xaab1…eb61    49.30 blk/s  107.8 tx/s   33.2 Mgas/s      0+11273 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   58 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:32  Syncing #2861412 0xf082…d739    41.67 blk/s   95.0 tx/s   30.3 Mgas/s      0+11069 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   57 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:37  Syncing #2861647 0x4267…b4cd    47.00 blk/s   99.0 tx/s   31.6 Mgas/s      0+10829 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   55 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:42  Syncing #2861984 0x5a18…eb4e    67.00 blk/s  115.2 tx/s   36.9 Mgas/s      0+10493 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   53 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:47  Syncing #2862343 0x75db…74a6    72.20 blk/s  109.4 tx/s   36.5 Mgas/s      0+10133 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   51 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:52  Syncing #2862483 0xd949…edae    28.00 blk/s   78.2 tx/s   28.9 Mgas/s      0+10001 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   50 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:20:57  Syncing #2862807 0x4fe9…aee6    64.80 blk/s  104.4 tx/s   34.5 Mgas/s      0+ 9677 Qed  #2872487   37/50 peers      4 MiB chain  184 MiB db   49 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:02  Syncing #2863187 0xd637…9c6e    75.82 blk/s  100.4 tx/s   33.9 Mgas/s      0+ 9293 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   47 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:07  Syncing #2863509 0xf048…f3bd    64.60 blk/s   92.4 tx/s   32.6 Mgas/s      0+ 8969 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   45 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:12  Syncing #2863768 0x53d9…36e6    51.60 blk/s   98.2 tx/s   33.4 Mgas/s      0+ 8717 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   44 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:17  Syncing #2864021 0x28b4…e9e4    50.80 blk/s   86.8 tx/s   32.1 Mgas/s      0+ 8465 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   43 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:22  Syncing #2864465 0xd0f2…ed32    88.62 blk/s   97.6 tx/s   37.5 Mgas/s      0+ 8021 Qed  #2872487   37/50 peers      4 MiB chain  185 MiB db   41 MiB queue   48 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:27  Syncing #2864842 0x7c18…fe05    75.60 blk/s   84.0 tx/s   33.6 Mgas/s      0+12939 Qed  #2877789   37/50 peers      4 MiB chain  185 MiB db   71 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:32  Syncing #2865234 0xa653…5441    78.40 blk/s  105.2 tx/s   50.2 Mgas/s      0+12543 Qed  #2877789   37/50 peers      4 MiB chain  185 MiB db   68 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:37  Syncing #2865552 0x1546…d26e    63.40 blk/s  101.2 tx/s   35.0 Mgas/s      0+12231 Qed  #2877789   37/50 peers      5 MiB chain  184 MiB db   67 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:42  Syncing #2865893 0x2867…20e4    68.21 blk/s   86.8 tx/s   32.7 Mgas/s      0+11895 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   65 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:47  Syncing #2866232 0x2e4f…e3ca    67.80 blk/s  100.6 tx/s   35.5 Mgas/s      0+11547 Qed  #2877789   37/50 peers      4 MiB chain  185 MiB db   63 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:52  Syncing #2866495 0xf525…c7ce    52.80 blk/s   80.4 tx/s   31.2 Mgas/s      0+11283 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   62 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:21:57  Syncing #2866750 0x9bf8…d541    51.00 blk/s   93.4 tx/s   33.2 Mgas/s      0+11031 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   61 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:02  Syncing #2866985 0xee05…b579    47.00 blk/s   93.2 tx/s   33.6 Mgas/s      0+10803 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   59 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:07  Syncing #2867343 0x4ea8…bb11    71.40 blk/s  103.8 tx/s   36.1 Mgas/s      0+10443 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   57 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:12  Syncing #2867709 0xa936…5551    73.20 blk/s   98.4 tx/s   37.4 Mgas/s      0+10071 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   56 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:17  Syncing #2868061 0xfdca…cf89    70.60 blk/s   95.8 tx/s   35.1 Mgas/s      0+ 9723 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   54 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:22  Syncing #2868434 0x3360…29e7    74.50 blk/s   98.9 tx/s   44.4 Mgas/s      0+ 9351 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   52 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:27  Syncing #2868776 0x981a…b1fa    68.40 blk/s   89.8 tx/s   38.3 Mgas/s      0+ 9003 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   50 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:32  Syncing #2869150 0x1837…6bf8    74.61 blk/s   93.6 tx/s   43.8 Mgas/s      0+ 8631 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   49 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:37  Syncing #2869519 0x4fa4…8b99    74.00 blk/s  103.2 tx/s   42.8 Mgas/s      0+ 8259 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   47 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:42  Syncing #2869902 0xe125…837b    76.62 blk/s   83.8 tx/s   34.5 Mgas/s      0+ 7875 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   45 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:47  Syncing #2870285 0x5b95…55c0    76.60 blk/s   83.6 tx/s   34.8 Mgas/s      0+ 7503 Qed  #2877789   37/50 peers      4 MiB chain  185 MiB db   43 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:52  Syncing #2870651 0x6766…dd47    73.20 blk/s   88.4 tx/s   34.1 Mgas/s      0+ 7131 Qed  #2877789   37/50 peers      4 MiB chain  185 MiB db   42 MiB queue   45 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:22:57  Syncing #2870961 0x39ba…8c43    62.00 blk/s   79.0 tx/s   37.5 Mgas/s      0+ 6819 Qed  #2877789   37/50 peers      4 MiB chain  184 MiB db   40 MiB queue   46 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:02  Syncing #2871248 0xc91f…cc19    56.93 blk/s   73.7 tx/s   27.5 Mgas/s      0+ 9741 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   59 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:07  Syncing #2871571 0x56bc…67bb    65.09 blk/s   77.5 tx/s   31.1 Mgas/s      0+ 9417 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   57 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:12  Syncing #2872004 0x2ed3…b3ed    86.22 blk/s  102.4 tx/s   39.3 Mgas/s      0+ 8985 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   55 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:17  Syncing #2872363 0x7afe…d766    72.20 blk/s   91.6 tx/s   38.7 Mgas/s      0+ 8625 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   53 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:22  Syncing #2872686 0xc829…907b    64.41 blk/s   84.6 tx/s   35.9 Mgas/s      0+ 8313 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   51 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:27  Syncing #2873017 0xd670…4112    66.20 blk/s   93.0 tx/s   37.2 Mgas/s      0+ 7977 Qed  #2880999   36/50 peers      4 MiB chain  184 MiB db   50 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:32  Syncing #2873325 0x0f04…4d4a    61.80 blk/s  102.6 tx/s   36.1 Mgas/s      0+ 7665 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   48 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:37  Syncing #2873400 0xcb64…7c06    14.80 blk/s   75.6 tx/s   28.0 Mgas/s      0+ 7593 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   47 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:42  Syncing #2873605 0x28f8…b2f2    41.20 blk/s   96.4 tx/s   31.1 Mgas/s      0+ 7389 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   46 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:47  Syncing #2874007 0x73f6…39db    80.38 blk/s  124.6 tx/s   41.6 Mgas/s      0+ 6981 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   44 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:52  Syncing #2874254 0xf193…5a80    49.42 blk/s   89.0 tx/s   32.1 Mgas/s      0+ 6741 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   42 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:23:57  Syncing #2874342 0x529b…b044    17.60 blk/s   77.8 tx/s   28.8 Mgas/s      0+ 6645 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   41 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:02  Syncing #2874431 0x7a73…1f2d    17.80 blk/s   73.6 tx/s   27.1 Mgas/s      0+ 6561 Qed  #2880999   36/50 peers      5 MiB chain  184 MiB db   40 MiB queue   52 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:07  Syncing #2874506 0x83b6…bcdd    15.00 blk/s   64.6 tx/s   24.5 Mgas/s      0+11693 Qed  #2886203   33/50 peers      5 MiB chain  184 MiB db   72 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:12  Syncing #2874839 0xe877…d1e5    66.61 blk/s   93.2 tx/s   36.4 Mgas/s      0+11357 Qed  #2886203   33/50 peers      4 MiB chain  184 MiB db   71 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:17  Syncing #2875209 0xb3d8…7a41    73.80 blk/s   96.0 tx/s   37.4 Mgas/s      0+10985 Qed  #2886203   33/50 peers      4 MiB chain  184 MiB db   69 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:22  Syncing #2875602 0x08d3…fe9b    78.82 blk/s   93.6 tx/s   37.5 Mgas/s      0+10589 Qed  #2886203   33/50 peers      4 MiB chain  184 MiB db   67 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:27  Syncing #2875986 0x91fb…9ea0    76.77 blk/s  101.4 tx/s   38.3 Mgas/s      0+10205 Qed  #2886203   33/50 peers      4 MiB chain  184 MiB db   65 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 15:24:32  Syncing #2876212 0xe0f6…6cf7    45.20 blk/s   79.0 tx/s   30.9 Mgas/s      0+ 9989 Qed  #2886203   33/50 peers      4 MiB chain  184 MiB db   63 MiB queue   54 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
